id,sort,title,content,legend,image
54,32,Parametrisierter Aufruf der Karte,"Über einen parametrisierten Aufruf kann der Kartenviewer direkt mit vordefinierten Datensätzen, Sprache, Zentrum und Massstab aufgerufen werden: api3.geo.admin.ch [//api3.geo.admin.ch]
<table width=""570"">
<tr>
<td bgcolor=""#eeeeee"" valign=""top"" width=""100""><span style=""font-weight:bold; font-size:11px;"">Parameter</span></td>
<td bgcolor=""#eeeeee"" valign=""top"" width=""150""><span style=""font-weight:bold; font-size:11px;"">Beschreibung</span></td>
<td bgcolor=""#eeeeee"" valign=""top"" width=""310""><span style=""font-weight:bold; font-size:11px;"">Beispiel</span></td>
</tr>
<tr>
<td valign=""top"" width=""100"">lang</td>
<td valign=""top"" width=""150"">Sprache der Anwendung de, fr, it, rm oder en</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?lang=rm"" target=""_blank"">http://map.geo.admin.ch/?lang=rm</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">zoom</td>
<td valign=""top"" width=""150"">Zoom level, von 0 bis 13</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?zoom=12"" target=""_blank"">http://map.geo.admin.ch?zoom=12</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">Y, X</td>
<td valign=""top"" width=""150"">Koordinaten in LV03 oder LV95. Y/Easting, von (2‘)450‘000 bis (2‘)900‘000), X/Northing, Bereich von (1‘0)50‘000 bis (1‘0)350‘000 (Immer kleiner als  Easting)</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?Y=600000&amp;X=190000"" target=""_blank"">http://map.geo.admin.ch?Y=600000&amp;X;=190000</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">topic</td>
<td valign=""top"" width=""150"">Thema mit entsprechenden Datensätze: blw, are, bafu, swisstopo, kgs, funksender, nga, ivs, sachplan, geol, luftbilder, wildruhezonen, vu, inspire, ech</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?topic=vu"" target=""_blank"">http://map.geo.admin.ch?topic=vu</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">bgLayer</td>
<td valign=""top"" width=""150"">Hintergrundkarte: einer von    ch.swisstopo.pixelkarte-farbe, ch.swisstopo.pixelkarte-grau oder voidLayer</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau"" target=""_blank"">http://map.geo.admin.ch?bgLayer=ch.swisstopo.pixelkarte-grau</a></td>
</tr>
<tr>
<td height=""143"" valign=""top"" width=""100"">layers</td>
<td valign=""top"" width=""150"">Darstellung Layer, um eine    komplette Liste von KML Inhalten zu erhalten: layers sind unterstützt mit ||    separate Liste mit: KML||kml URL WMS Layers sind unterstützt mit || separate    Liste mit: WMS||layer title||wms url||layer name||wms version</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=WMS||Geothermie||http://wms.geo.admin.ch/?||ch.swisstopo.geologie-geophysik-geothermie,ch.ensi.zonenplan-notfallschutz-kernanlagen,KML||http://www.meteoschweiz.admin.ch/web/de/klima/messsysteme/boden/google_earth.Par.0007.DownloadFile.ext.tmp/obs.kml"" target=""_blank"">
http://map.geo.admin.ch/?layers=WMS<br/>
||Geothermie||http://<br/>
wms.geo.admin.ch/?||ch.<br/>
swisstopo.geologie-geophysik-geothermie,
<br/>ch.ensi.zonenplan-notfallschutz-<br/>
kernanlagen,KML||http://<br/>
www.meteoschweiz.admin.ch/web/de/klima<br/>
/messsysteme/boden/google_earth.<br/>
Par.0007.DownloadFile.ext.tmp/obs.kml</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">layers_opacity</td>
<td valign=""top"" width=""150"">Opazität Layer - sollte mit    Anzahl der Layer überinestimmen (0-1.0)</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=ch.swisstopo.hiks-dufour&amp;layers_opacity=0.5"" target=""_blank"">http://map.geo.admin.ch?layers=ch.swisstopo.hiks-<br/>dufour&amp;layers_opacity=0.5</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">layers_visibility</td>
<td valign=""top"" width=""150"">Ein/Ausschalten der Sichtbarkeit    der Layer die in der Auswahl aktiviert sind</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=ch.swisstopo.hiks-dufour&amp;layers_visibility=False"" target=""_blank"">http://map.geo.admin.ch?layers=ch.swisstopo.hiks-<br/>dufour&amp;layers_visibility=False</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">layers_timestamp</td>
<td valign=""top"" width=""150"">Liste von timestamp (Format  YYYYMMDD). Ein timestamp pro Layer, leer wann kein ""timeEnabled"" Layer.<br>
Sonderfall YYYYMMDD ""99991231"": alle Daten aus allen Jahren sind dargestellt (defaultmässig).</br></td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers_timestamp=19971231,19991231,19981231,20001231,99991231,2014,&amp;X=190000.00&amp;Y=660000.00&amp;zoom=1&amp;lang=fr&amp;topic=luftbilder&amp;bgLayer=ch.swisstopo.pixelkarte-grau&amp;layers=ch.swisstopo.lubis-luftbilder_schwarzweiss,ch.swisstopo.lubis-luftbilder_farbe,ch.swisstopo.lubis-luftbilder_infrarot,ch.swisstopo.lubis-luftbilder-dritte-firmen,ch.swisstopo.lubis-luftbilder-dritte-kantone,ch.swisstopo.lubis-bildstreifen,ch.swisstopo.images-swissimage.metadata&amp;catalogNodes=1179,1180,1186,1184"" target=""_blank"">http://map.geo.admin.ch/?layers_timestamp=19971231,19991231,19981231,20001231,99991231,2014,&amp;X;=190000.00&amp;Y;=660000.00&amp;zoom;=1〈=fr&amp;topic;=luftbilder&amp;bgLayer;=ch.swisstopo.pixelkarte-grau&amp;layers;=ch.swisstopo.lubis-luftbilder_schwarzweiss,ch.swisstopo.lubis-luftbilder_farbe,ch.swisstopo.lubis-luftbilder_infrarot,ch.swisstopo.lubis-luftbilder-dritte-firmen,ch.swisstopo.lubis-luftbilder-dritte-kantone,ch.swisstopo.lubis-bildstreifen,ch.swisstopo.images-swissimage.metadata&amp;catalogNodes;=1179,1180,1186,1184</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">time</td>
<td valign=""top"" width=""150"">Jahr (Format : YYYY). Nutzbar für alle ""timeEnabled"" Layers.<br>
Sonderfall WMS:  YYYY leer bedeutet, dass die Daten von allen Jahren werden angezeigt (defaultmässig)</br></td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?layers=ch.swisstopo.lubis-luftbilder_farbe&amp;time=1981"" target=""_blank"">http://map.geo.admin.ch/ 
		<br>?layers=ch.swisstopo.lubis-luftbilder_farbe&amp;time;=1981</br></a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">catalogNodes</td>
<td valign=""top"" width=""150"">Ausgewählte Bäume der    entsprechenden Katalog Gruppe</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?catalogNodes=457"" target=""_blank"">http://map.geo.admin.ch/?catalogNodes=457</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">(layer    bod id)</td>
<td valign=""top"" width=""150"">Layer bod id der features die    hervorgehoben werden sollten</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?ch.bafu.bundesinventare-moorlandschaften=212,213"" target=""_blank"">http://map.geo.admin.ch/?ch.bafu.bundesinventare-moorlandschaften=212,213</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">crosshair</td>
<td valign=""top"" width=""150"">crosshair=, Mögliche Typen:    cross, circle, bowl, point und marker</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?Y=538700&amp;X=165890&amp;zoom=6&amp;crosshair=circle"" target=""_blank"">http://map.geo.admin.ch/?Y=538700&amp;<br/>X=165890&amp;zoom=6&amp;crosshair=circle</a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">swisssearch</td>
<td valign=""top"" width=""150"">swisssearch=<br>Adresse oder WGS84-Koordinaten<br><br>Verfügbar für iframe und mit einem Grenzwert</br></br></br></td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?swisssearch=berges 37 payerne"" target=""_blank"">http://map.geo.admin.ch/?swisssearch=<br/>berges 37 payerne</a><br><br>
<a href=""http://map.geo.admin.ch/?swisssearch=7.04983,46.42928"" target=""_blank"">http://map.geo.admin.ch/?swisssearch=7.04983,46.42928</a><br><br>
<a href=""https://map.geo.admin.ch/?layers=ch.bfs.gebaeude_wohnungs_register&amp;swisssearch=Holzikofenweg 36, 3007 Bern limit: 1&amp;topic=ech&amp;lang=de&amp;bgLayer=ch.swisstopo.pixelkarte-farbe&amp;X=198356.95&amp;Y=599896.94&amp;zoom=10"" target=""_blank"">&lt;iframe src=""https://map.geo.admin.ch/embed.html?layers=ch.bfs.gebaeude_wohnungs_register&amp;swisssearch;=Holzikofenweg 36, 3007 Bern limit: 1"" name=""IframeGeoadmin""&gt;&lt;/iframe&gt;</a>
</br></br></br></br></td>
</tr>
<tr>
<td valign=""top"" width=""100"">swipe_ratio</td>
<td valign=""top"" width=""150"">Wert zwischen 0 und 1 definiert    die relative Position des Swipe Elements in Modus  der Vergleichsfunktion (mindestens 2 layers)</td>
<td valign=""top"" width=""310""><a href=""http://map.geo.admin.ch/?swipe_ratio=0.5&amp;bgLayer=ch.swisstopo.pixelkarte-farbe&amp;layers=ch.swisstopo.geologie-geotechnik-gk200"" target=""_blank"">http://map.geo.admin.ch/?swipe_ratio=0.5<br>&amp;bgLayer;=ch.swisstopo.pixelkarte-farbe<br>&amp;layers;=ch.swisstopo.geologie-geotechnik-gk200</br></br></a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">showTooltip</td>
<td valign=""top"" width=""150"">showTooltip=<br>true oder false</br></td>
<td valign=""top"" width=""310""><a href=""https://map.geo.admin.ch/?ch.bav.haltestellen-oev=8500010&amp;topic=ech&amp;showTooltip=true&amp;bgLayer=ch.swisstopo.pixelkarte-farbe&amp;layers=ch.bav.haltestellen-oev&amp;X=266309.00&amp;Y=611362.00&amp;zoom=9"" target=""_blank"">https://map.geo.admin.ch/?ch.bav.haltestellen-oev=8500010〈=fr<br>&amp;topic;=ech&amp;showTooltip;=true&amp;bgLayer;=ch.swisstopo.pixelkarte-farbe<br>&amp;layers;=ch.bav.haltestellen-oev&amp;X;=266309.00&amp;Y;=611362.00&amp;zoom;=9</br></br></a></td>
</tr>
<tr>
<td valign=""top"" width=""100"">geolocation</td>
<td valign=""top"" width=""150"">geolocation=true</td>
<td valign=""top"" width=""310""><a href=""https://map.geo.admin.ch/?geolocation=true"" target=""_blank"">https://map.geo.admin.ch/?lang=fr&amp;geolocation;=true</a></td>
</tr>
</table>
",,/help/img/54d.png
55,33,Offline Modus für Mobile,"Offline für 10x10km Kartenausschnitt bis Massstab 1:25’000 ohne tooltip. <br><u>Zurzeit nur auf Mobilgeräte verfügbar.</u>

1. Stabile Internetverbindung sicherstellen , bestätigen sie mit «ok» das Download
Schliessen sie den Browser nicht. Sperren Sie Ihr Gerät nicht . Wenn kein Fortschritt sichtbar ist, oder Probleme auftreten: löschen sie den Browsercache ihres Gerätes, deaktivieren sie den «Privat» Modus
Warten Sie den Abschluss des downloads ab, bestätigen sie mit «ok»

2. Bei fehlender Internetverbindung – Anwendung ist im offline Modus
3. Offline Funktionen: abgespeicherter Kartenausschnitt darstellen und zugreifen<br>
<b>Ausschnitt anzeigen:</b> Daten im roten Viereck sind offline verfügbar
<b>Auf Aufschnitt zoomen:</b> zentriert auf das Gebiet
<b>Karte löschen:</b> im online Modus kann der Ausschnitt gelöscht werden und fügen ein neuer Ausschnitt kann gespeichert werden

<b>Anleitung auf Slideshare: </b> [http://de.slideshare.net/swiss_geoportal/mobilegeoadminch-re1/32]",,/help/img/55d.png
59,34,ZEICHNEN & MESSEN FUNKTIONEN,#,,
66,35,"Alle ""Zeichnen/Messen"" Funktionen","1- <a href=""/help/?id=91&lang=de"" target=""_self"">Hinzufügen eines <b>Symbols</b></a><br>
2- <a href=""/help/?id=92&lang=de"" target=""_self"">Hinzufügen von <b>Text</b></a><br>
3- <a href=""/help/?id=93&lang=de"" target=""_self"">Hinzufügen einer <b>Linie / Polygon</b></a><br>
4- <a href=""/help/?id=94&lang=de"" target=""_self""><b>Messen</b></a><br>
5- <a href=""/help/?id=95&lang=de"" target=""_self""><b>Teilen</b> einer Zeichnung /KML</a>",,/help/img/90d.png
91,36,Hinzufügen eines  Symbols,"Im Menüpunkt « Zeichen & Messen auf der Karte » wählen Sie « Symbol «  aus. Ein Mausklick auf die gewünschte Position in der Karte setzt das Symbol an den gewünschten Ort. 

Einmal platziert kann das Symbol kann geändert werden (Größe und Symbol-Typ) und eine Beschreibung im Fenster unten links hinzugefügt werden (HTML oder Text). Diese Beschreibung wird für die Nutzer der Zeichnung per Klick auf das Symbol sichtbar gemacht.

Sie können jedes Element durch Mausklick ändern. Sie können mehrere Symbole ändern / löschen, indem Sie sie mit Mausklick und gleichzeitigem drücken  der SHIFT-Taste auswählen. Gelöscht wird über die Option „Mehr“.",Ihre Zeichnung wird automatisch für ein Jahr gespeichert. Durch die Nutzung dieses Dienstes stimmen Sie den Nutzungsbedingungen zu.,/help/img/91d.png
92,37,Hinzufügen von Text,"Im Menüpunkt ""Zeichen & Messen auf der Karte"" wählen Sie ""Text"" aus. Ein Mausklick auf die gewünschte Position in der Karte setzt den Text an den gewünschten Ort. 

Einmal platziert, können Text und Farbe via Fenster geändert werden.

Sie können jedes Element durch Mausklick ändern. Sie können mehrere Symbole ändern/löschen, indem Sie sie mit Mausklick und gleichzeitigem drücken der SHIFT-Taste auswählen. Gelöscht wird über die Option ""Mehr"".",Ihre Zeichnung wird automatisch für ein Jahr gespeichert. Durch die Nutzung dieses Dienstes stimmen Sie den Nutzungsbedingungen zu.,/help/img/92d.png
93,38,Hinzufügen einer Linie / Polygon,"Im Menüpunkt ""Zeichen & Messen auf der Karte"" wählen Sie ""Linie"" aus. Um zu beginnen mit der linken Maustaste einmal klicken, um einen Richtungswechsel der Linie vorzunehmen wieder klicken. Mit einem Doppelklick kann die Linienzeichnung beendet werden.

Neue Punkte können zur Linie hinzugefügt werden: Klicken Sie auf ein Segment, positionieren Sie den neuen Punkt mit Mausklick.
Das untere linke Fenster ermöglicht:
- Linie/Fläche: <b>Farbe</b> der Linie ändern und eine <b>Beschreibung</b> (Text oder HTML) hinzuzufügen. Diese Beschreibung wird für die Nutzer der Zeichnung per Klick auf das Symbol sichtbar gemacht.
- <b>Profil</b>: Darstellung des Höhenprofils
- <b>Distanz /Fläche</b> : Angaben zu Distanz, Fläche, Azimut 

Sie können jedes Element durch Mausklick ändern. Sie können mehrere Symbole ändern/löschen, indem Sie sie mit Mausklick und gleichzeitigem drücken  der SHIFT-Taste auswählen. Gelöscht wird über die Option „Mehr“.  <b>Letzter Punkt löschen: DEL Taste </b>",Ihre Zeichnung wird automatisch für ein Jahr gespeichert. Durch die Nutzung dieses Dienstes stimmen Sie den Nutzungsbedingungen zu.,/help/img/93d.png
94,39,Messen,"Im Menüpunkt « Zeichen & Messen auf der Karte » wählen Sie « Messen «  aus. Ein erster Mausklick in die Karte definiert den Ausgangspunkt der Messung, weiter Klicks fügen Segmente hinzu oder definiert  eine Fläche. Doppelklicke beendet die Messung, oder klicken Sie auf den Ausgangspunkt, um die Fläche zu schließen.

Die Messergebnisse  Distanz /Fläche und dem Profil werden automatisch angezeigt. 

Sie können jedes Element durch Mausklick ändern. Sie können mehrere Symbole ändern / löschen, indem Sie sie mit Mausklick und gleichzeitigem drücken  der SHIFT-Taste auswählen. Gelöscht wird über die Option „Mehr“
<b>Letzter Punkt löschen: DEL Taste </b>

<img src=""/help/img/94d.png"">
<legend>Ihre Zeichnung wird automatisch für ein Jahr gespeichert. Durch die Nutzung dieses Dienstes stimmen Sie den Nutzungsbedingungen zu.</legend>

<ol><li>Höhendifferenz Start-Ende<br>
<img style=""height: 30px; border:none;"" src=""/help/img/resize-vertical.png"">
</li>
<li>Aufstieg<br>
<img style=""height: 30px; border:none;"" src=""/help/img/ga-elevation-up.png"">
</li>
<li>Abstieg<br>
<img style=""height: 30px; border:none;"" src=""/help/img/ga-elevation-down.png"">
</li>
<li>Höchster Punkt <br>
<img style=""height: 30px; border:none;"" src=""/help/img/chevron-up.png"">
</li>
<li>Tiefster Punkt <br>
<img style=""height: 30px; border:none;"" src=""/help/img/chevron-down.png"">
</li>
<li>Wegstrecke<br>
<img style=""height: 30px; border:none;"" src=""/help/img/resize-horizontal.png"">
</li>
<li>Luftlinie<br>
<img style=""height: 30px; border:none;"" src=""/help/img/eye.png"">
</li>
<li>Marschzeit<br>
<img style=""height: 30px; border:none;"" src=""/help/img/clock-o.png"">
</li>
</ol>",,
95,40,Teilen einer Zeichnung /KML,"Im Menüpunkt « Zeichen & Messen auf der Karte » können die Zeichnungen ( Symbole, Texte, Linien):

- <b>Share Link</b>: Mit weiteren Nutzer geteilt werden (1).
- <b>Admin Link</b>: Später weiter editiert werden (2) .Sie sollten diesen Link abspeichern für den Fall, dass sie später die Zeichnung ändern/löschen wollen.
- <b>Download</b> ihrer Zeichnung als KML Datensatz  über die Optionen  ""Mehr ..."" (3).",Ihre Zeichnung wird automatisch für ein Jahr gespeichert. Durch die Nutzung dieses Dienstes stimmen Sie den Nutzungsbedingungen zu.,/help/img/95d.png
60,41,ZUSATZFUNKTIONEN,#,,
62,42,WMS Import,"Es können nur WMS Dienste dargestellt werden, die die „Schweizer Projektion EPSG 21781“ unterstützen und dem <a href=""http://www.opengeospatial.org/standards/wms"">WMS OGC Standard</a> entsprechen. Ein Einfaches tool zur Überprüfung bietet <a href=""//www.geo.admin.ch/internet/geoportal/de/home/services/geoservices/ech0056.html"">Link</a>
Die WMS Datensätze sind meistens erst ab einem bestimmtem Massstab sichtbar, deswegen muss in den entsprechenden Kartenausschnitt zentriert und ein entsprechender Massstab ausgewählt werden. 
Die Geschwindigkeit der Darstellung des WMS Datensatzes, ebenso wie dessen Verfügbarkeit ist von der Infrastruktur des zuständigen Betreibers abhängig. 
Die WMS Datensätze können über die Druckfunktionen als PDF gespeichert werden. 
Ebenfalls kann ein WMS Datensatz über die Permalink funktion „Karte einbinden“ direkt per e-mail weitergeleitet werden. 
Bitte beachten sie auch allfällige Datennutzungsbedingungen der einzelnen WMS Anbieter. Aktivation des Menüs duch Klick auf Zeichnen.",,/help/img/62d.png
63,43,KML Import,"<p>Es können jetzt online oder lokal (Ausnahme: bei der Nutzung von  InternetExplorer) gespeicherte KML files dargestellt werden.</p><p>Es können nur KML Dateien fehlerfrei dargestellt werden, die dem <a href=""http://www.opengeospatial.org/standards/kml""><b>KML OGC Standard</b></a> entsprechen.</p><p>Ein einfaches tool zur Überprüfung bietet <a href=""http://kmlvalidator.com/home.htm""><b>Link</b></a></p>
<img src=""/help/img/64d.png""><br /><br /><h2>KML generieren und online bringen</h2><p><b>Erstellen einer KML-Datei</b></p><p><a href=""https://www.swisstopo.admin.ch/de/karten-daten-online/calculation-services/kml.html"">Online KML Generator</a><br>
<a href=""/help/?id=66&lang=de"">Zeichnen</a></p>
<p><b>KML online publizieren</b></p>
<p>Für BenutzerInnen, welche ihre KML-Dateien im Internet über eine stabile URL visualisieren wollen und welche keinen eigenen Server zur Verfügung haben, gibt es folgende Möglichkeiten KML kostenlos zu hinterlegen und zu publizieren:</p><p><b>1. <u>Publizieren mit Google Docs</u></b></p>
<ul><li>Account einrichten auf: <a href=""https://docs.google.com"">https://docs.google.com</a></li>
<li>Datei hochladen: click auf ""Upload > Files…""</li></ul>
<img src=""/help/img/upload.png"">

<ul><li>Im Fenster “File Upload” die gewünschte KML-Datei auswählen und “Open” drücken.</li> 
<li>Im Fenster “Upload settings” die Häkchen bei “Convert documents, presentations, spreadsheets and drawings to the corresponding Google Docs format” und “Convert text from PDF and image files to Google documents” entfernen und “Start upload” drücken.</li> 
<li>In der Checkbox auf der linken Seite das Dokument auswählen und dann “Share” drücken. Anschliessend muss unter „Sharing settings“ -> „Change…“ entweder „Public on the web“ oder „Anyone with the link“ gewählt und mit „Save“ bestätigt werden. Dann kann der „Link to share“ in die Zwischenablage kopiert werden.</li> </ul>
<img src=""/help/img/sharing.png"">
<ul><li>Die kopierte URL muss dann noch wie folgt abgeändert werden, damit die KML-Datei über das KML-Import Tool auf map.geo.admin.ch importiert werden kann: zwischen „https://docs.google.com/“ und „?id=…“ den String „leaf“ durch „uc“ ersetzen.</li></ul>
<p>Beispiel:<br /><a href=""//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||https://docs.google.com/uc?id=0B4uRuJ1hajZmZjJlZDNiMGItNmU0Zi00N2FlLWJiZDItM2UwZDA3YmQwYzk3&hl=fr&layers_opacity=1&layers_visibility=true"">//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||https://docs.google.com/uc?id=0B4uRuJ1hajZmZjJlZDNiMGItNmU0Zi00N2FlLWJiZDItM2UwZDA3YmQwYzk3&hl=fr&layers_opacity=1&layers_visibility=true</a></p><p><b>2. <u>Publizieren mit Dropbox</u></b></p>
<ul><li>Account eröffnen auf: <a href=""http://www.dropbox.com"">http://www.dropbox.com</a> (es ist möglich, die Applikation für Desktop zu installieren oder aber direkt die Webapplikation zu verwenden)</li> 
<li>KML-Datei in den “public” Ordner ziehen, danach Rechtsklick auf die Datei um das Menü zu öffnen. Danach entweder in der Desktop Applikation „Dropbox -> Copy public link“ oder in der Web-Applikation „Copy public link“ drücken. Erfahren Sie hier mehr über die Publikation via Dropbox: <a href=""http://www.dropbox.com/help/16"">http://www.dropbox.com/help/16</a>
<li>Die kopierte URL muss dann noch mit dl=1 ergänzt werden, damit die KML-Datei über das KML-Import Tool auf map.geo.admin.ch importiert werden kann: http://dl.dropbox.com/u/44486020/swisstopo.kml?<b>dl=1</b>.</li>
<li>Die resultierende URL kann via “KML Import“ auf map.geo.admin.ch verwendet werden.</li></ul> 
<p>Beispiel:<br /><a href=""//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||http://dl.dropbox.com/u/44486020/swisstopo.kml&layers_opacity=1&layers_visibility=true"">//map.geo.admin.ch/?Y=600769&X=198300.5&zoom=7&bgOpacity=0&bgLayer=ch.swisstopo.pixelkarte-grau&layers=KML||http://dl.dropbox.com/u/44486020/swisstopo.kml&layers_opacity=1&layers_visibility=true</a></p><p><b>3. <u>Publizieren mit Gist</u></b></p><p><a href=""https://gist.github.com/"">Gist</a>, eine Funktion von <a href=""https://github.com"">Github</a>:</p><ul><li>Kreieren Sie Ihre URL, indem Sie Ihre KML-Datei mittels Drag-and-drop ins Textfenster von Gist ziehen (1)</li>
<li>Sie sehen nun den Code Ihrer KML-Datei im Textfenster. Drücken Sie den Knopf „Create Public Gist“ (2) und danach den Knopf „Raw“ (3)</li>
<li>Es wird wie in (4) ersichtlich eine URL mit Ihrer KML-Datei generiert</li>
<li>Gemäss (5) können Sie diese URL in den Kartenviewer einbinden und insbesondere auch als Permalink anderen BenutzerInnen zur Verfügung stellen oder auf einer eigenen Webseite verlinken.</li></ul>  
<img src=""/help/img/64all.png"">",,/help/img/blank.png
65,44,Vergleichen,"Es ist möglich zwei verschiedene Datensätze zu vergleichen. Wählt man unter Werkzeuge „Verglichen“ dann erscheint eine rote Linie mit einem Cursor in der Mitte der Karte, der beliebig verschoben werden kann:

<img src=""/help/img/65d_1.png"">


Der erst ausgewählte Datensatz erscheint auf der der linken Seite der roten Linie mit dem Cursor. Der zweite Datensatz erscheint auf der rechten Seite im Kartenfenster und wird im Feld „Auswahl“ unter dem erst gewählten Datensatz angefügt. Mit festhalten der linken Maustaste kann die rote Linie beliebig nach rechts oder links verschoben werden: ",,/help/img/65d_2.png
68,45,Objekt-Information,"Um die Informationen von mehreren Objekten zu erhalten, macht man ein Rechteck mit der Kombination CTRL + Festhalten der linken Maustaste über die gewünschten Objekte. Lässt man die Maustaste und CTRL los, erscheinen alle Objektinformationen, welche im Rechteck selektioniert wurden:",,/help/img/68d.png
69,46,Tastatur Abkürzungen,"
<table align=""center"" width=""550"">
<thead>
<tr>
<th>Browser</th>
<th>Windows</th>
<th>Linux</th>
<th>Mac</th>
</tr>
</thead>
<tbody>
<tr>
<td>Chrome</td>
<td>[Alt] + accesskey</td>
<td>[Alt] + accesskey</td>
<td>[Control] [Alt] + accesskey</td>
</tr>
<tr>
<td>Firefox</td>
<td>[Alt] [Shift] + accesskey</td>
<td>[Alt] [Shift] + accesskey</td>
<td>[Control] [Alt] + accesskey</td>
</tr>
<tr>
<td>Safari</td>
<td>[Alt] + accesskey</td>
<td></td>
<td>[Control] [Alt] + accesskey</td>
</tr>
<tr>
<td>Opera 15 or newer</td>
<td>[Alt] + accesskey</td>
<td>[Alt] + accesskey</td>
<td>[Alt] + accesskey</td>
</tr>
<tr>
<td>Opera 12.1 or older</td>
<td>[Shift] [Esc] + accesskey</td>
<td>[Shift] [Esc] + accesskey</td>
<td>[Shift] [Esc] + accesskey</td>
</tr>
</tbody>
</table>
<table width=""344"">
<thead>
<tr>
<th width=""154"">Tools</th>
<th width=""178"">Letter (accesskey)</th>
</tr>
</thead>
<tbody>
<tr>
<td>WMS Import</td>
<td>w</td>
</tr>
<tr>
<td>KML Import</td>
<td>k</td>
</tr>
<tr>
<td>Compare</td>
<td>c</td>
</tr>
<tr>
<td>Measure</td>
<td>m</td>
</tr>
<tr>
<td>Draw</td>
<td>r</td>
</tr>
<tr>
<td>Information object</td>
<td>s</td>
</tr>
<tr>
<td>Print</td>
<td>p   (with print menu already opened)</td>
</tr>
</tbody>
</table>
",,/help/img/blank.png
70,47,Problem melden,"<p>Dieses Werkzeug erlaubt es Ihnen Verbesserungs und  Korrekturvorschläge bzgl map.geo.admin.ch einzubringen. Fehlermeldungen wie auch allgemeine Kommentare sind willkommen.<br />Öffnen Sie map.geo.admin.ch und  zoomen Sie die Stelle mit dem Problem heran. Dabei kann es sich um eine Straße, eine Adresse oder einen anderen Ort handeln. Sie können auch nach dem Ort suchen, den Sie aktualisieren möchten. Klicken Sie in der rechten oberen Ecke der Karte auf ""Problem melden"".</p><p><b>Ihre e-mail Adresse</b><br />Geben Sie ihre E-Mail Adresse an. Diese Angabe ist nicht obligatorisch.</p><p><b>Ihr Kommentar</b><br />Geben Sie eine Beschreibung des Problems um das von Ihnen entdeckte Problem zu melden. Diese Angabe ist nicht obligatorisch.</p>
<img src=""/help/img/70d.png""><p><b>Ihre Zeichnung</b><br />Sie können zusätzlich Anmerkungen mit Markierungen, Linien und Beschriftungen in der Karte ergänzen. Dazu benützen Sie das Zeichnungswerkzeug. Ihre Zeichnung wird direkt übernommen. Diese Angabe ist nicht obligatorisch.</p><p><b>Datei hinzufügen</b><br />Zusätzliche Dateien können über das Upload-Feld mitgeliefert werden (""Browse""). Diese Angabe ist nicht obligatorisch.</p><p>Klicken Sie auf ""Senden""</p><p><b>Welche Dateiformate können angehängt werden?</b><br />Es werden folgende Formate unterstützt: .pdf, .zip, .png, .png, .kml, .kmz oder gpx.</p><p><b>Was geschieht mit meinem Bericht?</b><br />Im Falle von Problemen mit Daten, werden Ihre Änderungen in der Regel an den entsprechenden Datenherren weitergeleitet.</p>",,/help/img/blank.png
80,48,TECHNISCHE UND RECHTLICHE INFORMATIONEN,#,,
